ProviderId,DataYear,SurveysCompleted,SurveyResponseRate,MeasureStartDate,MeasureEndDate
010102,2014,Fewer than 100,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010102,2015,FEWER THAN 50,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010102,2016,FEWER THAN 50,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010103,2009,300 or More,37,NULL,NULL
010103,2010,300 or more,39,NULL,NULL
010103,2011,300 or more,35,NULL,NULL
010103,2012,300 or more,33,NULL,NULL
010103,2013,300 or more,31,NULL,NULL
010103,2014,300 or more,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010103,2015,1329,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010103,2016,1135,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010104,2009,300 or More,28,NULL,NULL
010104,2010,300 or more,28,NULL,NULL
010104,2011,300 or more,29,NULL,NULL
010104,2012,300 or more,30,NULL,NULL
010104,2013,300 or more,34,NULL,NULL
010104,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010104,2015,1416,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010104,2016,1249,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010108,2009,300 or More,60,NULL,NULL
010108,2010,300 or more,41,NULL,NULL
010108,2011,300 or more,35,NULL,NULL
010108,2012,300 or more,34,NULL,NULL
010108,2013,300 or more,34,NULL,NULL
010108,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010108,2015,434,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010108,2016,571,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010109,2009,Between 100 and 299,18,NULL,NULL
010109,2010,Between 100 and 299,18,NULL,NULL
010109,2011,Between 100 and 299,18,NULL,NULL
010109,2012,Between 100 and 299,20,NULL,NULL
010109,2013,Between 100 and 299,18,NULL,NULL
010109,2014,Fewer than 100,18,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010109,2015,64,18,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010109,2016,50,15,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010110,2009,Between 100 and 299,44,NULL,NULL
010110,2010,Between 100 and 299,28,NULL,NULL
010110,2011,Between 100 and 299,28,NULL,NULL
010110,2012,Between 100 and 299,30,NULL,NULL
010110,2013,Fewer than 100,32,NULL,NULL
010110,2014,Fewer than 100,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010110,2015,72,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010110,2016,68,20,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010112,2009,Between 100 and 299,40,NULL,NULL
010112,2010,300 or more,30,NULL,NULL
010112,2011,300 or more,30,NULL,NULL
010112,2012,300 or more,29,NULL,NULL
010112,2013,300 or more,31,NULL,NULL
010112,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010112,2015,242,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010112,2016,253,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010113,2009,300 or More,26,NULL,NULL
010113,2010,300 or more,27,NULL,NULL
010113,2011,300 or more,40,NULL,NULL
010113,2012,300 or more,38,NULL,NULL
010113,2013,300 or more,42,NULL,NULL
010113,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010113,2015,1701,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010113,2016,1778,39,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010114,2009,300 or More,49,NULL,NULL
010114,2010,300 or more,33,NULL,NULL
010114,2011,300 or more,33,NULL,NULL
010114,2012,300 or more,35,NULL,NULL
010114,2013,300 or more,38,NULL,NULL
010114,2014,300 or more,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010114,2015,1037,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010114,2016,1093,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010118,2009,300 or More,22,NULL,NULL
010118,2010,300 or more,23,NULL,NULL
010118,2011,300 or more,21,NULL,NULL
010118,2012,300 or more,20,NULL,NULL
010118,2013,300 or more,25,NULL,NULL
010118,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010118,2015,568,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010118,2016,496,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010120,2009,Between 100 and 299,42,NULL,NULL
010120,2010,Between 100 and 299,33,NULL,NULL
010120,2011,Between 100 and 299,31,NULL,NULL
010120,2012,Between 100 and 299,29,NULL,NULL
010120,2013,Between 100 and 299,33,NULL,NULL
010120,2014,Between 100 and 299,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010120,2015,214,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010120,2016,221,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010125,2009,300 or More,27,NULL,NULL
010125,2010,300 or more,29,NULL,NULL
010125,2011,300 or more,29,NULL,NULL
010125,2012,300 or more,31,NULL,NULL
010125,2013,300 or more,31,NULL,NULL
010125,2014,Between 100 and 299,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010125,2015,296,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010125,2016,276,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010126,2009,Between 100 and 299,48,NULL,NULL
010126,2010,Between 100 and 299,25,NULL,NULL
010126,2011,300 or more,26,NULL,NULL
010126,2012,Between 100 and 299,30,NULL,NULL
010126,2013,Between 100 and 299,29,NULL,NULL
010126,2014,300 or more,30,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010126,2015,337,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010126,2016,336,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010128,2009,Between 100 and 299,49,NULL,NULL
010128,2010,Between 100 and 299,26,NULL,NULL
010128,2011,Between 100 and 299,26,NULL,NULL
010128,2012,Between 100 and 299,31,NULL,NULL
010128,2013,Between 100 and 299,29,NULL,NULL
010128,2014,Fewer than 100,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010128,2015,83,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010128,2016,87,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010129,2009,300 or More,21,NULL,NULL
010129,2010,300 or more,28,NULL,NULL
010129,2011,Between 100 and 299,32,NULL,NULL
010129,2012,300 or more,34,NULL,NULL
010129,2013,300 or more,34,NULL,NULL
010129,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010129,2015,365,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010129,2016,394,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010130,2009,Between 100 and 299,51,NULL,NULL
010130,2010,Between 100 and 299,41,NULL,NULL
010130,2011,300 or more,32,NULL,NULL
010130,2012,300 or more,32,NULL,NULL
010130,2013,300 or more,35,NULL,NULL
010130,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010130,2015,322,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010130,2016,368,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010131,2009,300 or More,30,NULL,NULL
010131,2010,300 or more,31,NULL,NULL
010131,2011,300 or more,32,NULL,NULL
010131,2012,300 or more,32,NULL,NULL
010131,2013,300 or more,34,NULL,NULL
010131,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010131,2015,1132,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010131,2016,952,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010137,2009,Between 100 and 299,43,NULL,NULL
010137,2010,Between 100 and 299,27,NULL,NULL
010137,2011,300 or more,28,NULL,NULL
010137,2012,300 or more,34,NULL,NULL
010138,2009,Fewer than 100,24,NULL,NULL
010138,2010,Fewer than 100,24,NULL,NULL
010138,2011,Fewer than 100,16,NULL,NULL
010138,2012,Between 100 and 299,36,NULL,NULL
010138,2013,Between 100 and 299,38,NULL,NULL
010138,2014,Fewer than 100,21,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010138,2015,FEWER THAN 50,9,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010138,2016,FEWER THAN 50,4,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010139,2009,300 or More,41,NULL,NULL
010139,2010,300 or more,38,NULL,NULL
010139,2011,300 or more,35,NULL,NULL
010139,2012,300 or more,36,NULL,NULL
010139,2013,300 or more,44,NULL,NULL
010139,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010139,2015,857,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010139,2016,903,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010143,2009,300 or More,33,NULL,NULL
010144,2009,300 or More,30,NULL,NULL
010144,2010,300 or more,30,NULL,NULL
010144,2011,300 or more,30,NULL,NULL
010144,2012,300 or more,34,NULL,NULL
010144,2013,300 or more,37,NULL,NULL
010144,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010144,2015,1732,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010144,2016,2419,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010145,2009,300 or More,29,NULL,NULL
010145,2010,300 or more,26,NULL,NULL
010145,2011,300 or more,26,NULL,NULL
010146,2009,Between 100 and 299,21,NULL,NULL
010146,2010,Between 100 and 299,25,NULL,NULL
010146,2011,Between 100 and 299,25,NULL,NULL
010146,2012,Between 100 and 299,24,NULL,NULL
010146,2013,Between 100 and 299,30,NULL,NULL
010146,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010146,2015,119,20,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010146,2016,104,19,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010148,2009,Between 100 and 299,47,NULL,NULL
010148,2010,300 or more,35,NULL,NULL
010148,2011,Between 100 and 299,32,NULL,NULL
010148,2012,300 or more,33,NULL,NULL
010148,2013,300 or more,33,NULL,NULL
010148,2014,Between 100 and 299,31,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010148,2015,255,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010148,2016,255,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010149,2009,300 or More,57,NULL,NULL
010149,2010,300 or more,37,NULL,NULL
010149,2011,300 or more,35,NULL,NULL
010149,2012,300 or more,32,NULL,NULL
010149,2013,300 or more,33,NULL,NULL
010149,2014,300 or more,30,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010149,2015,677,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010149,2016,615,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010150,2009,300 or More,27,NULL,NULL
010150,2010,300 or more,24,NULL,NULL
010150,2011,300 or more,25,NULL,NULL
010150,2012,Between 100 and 299,31,NULL,NULL
010150,2013,Between 100 and 299,35,NULL,NULL
010150,2014,Between 100 and 299,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010150,2015,219,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010150,2016,182,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010152,2009,300 or More,20,NULL,NULL
010152,2010,300 or more,21,NULL,NULL
010152,2011,300 or more,34,NULL,NULL
010152,2012,300 or more,33,NULL,NULL
010157,2009,300 or More,29,NULL,NULL
010157,2010,300 or more,35,NULL,NULL
010157,2011,Between 100 and 299,28,NULL,NULL
010157,2012,300 or more,23,NULL,NULL
010157,2013,300 or more,26,NULL,NULL
010157,2014,300 or more,24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010157,2015,236,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010157,2016,233,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010158,2009,300 or More,25,NULL,NULL
010158,2010,300 or more,22,NULL,NULL
010158,2011,300 or more,23,NULL,NULL
010158,2012,300 or more,27,NULL,NULL
010158,2013,300 or more,27,NULL,NULL
010158,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010158,2015,380,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010158,2016,345,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010164,2009,Between 100 and 299,46,NULL,NULL
010164,2010,Between 100 and 299,32,NULL,NULL
010164,2011,300 or more,32,NULL,NULL
010164,2012,300 or more,35,NULL,NULL
010164,2013,300 or more,37,NULL,NULL
010164,2014,300 or more,33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010164,2015,438,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010164,2016,499,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010167,2009,300 or More,34,NULL,NULL
010167,2010,300 or more,35,NULL,NULL
010167,2011,300 or more,35,NULL,NULL
010168,2009,Between 100 and 299,42,NULL,NULL
010168,2010,300 or more,49,NULL,NULL
010168,2011,300 or more,54,NULL,NULL
010168,2012,300 or more,54,NULL,NULL
010168,2013,300 or more,60,NULL,NULL
010168,2014,300 or more,57,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010168,2015,319,52,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010168,2016,347,51,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
010169,2010,Between 100 and 299,20,NULL,NULL
010169,2011,Between 100 and 299,24,NULL,NULL
010169,2012,Between 100 and 299,30,NULL,NULL
010169,2013,300 or more,28,NULL,NULL
010169,2014,Between 100 and 299,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
010169,2015,342,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
010169,2016,305,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
011300,2009,Between 100 and 299,50,NULL,NULL
011300,2010,Fewer than 100,37,NULL,NULL
011300,2011,Fewer than 100,30,NULL,NULL
011300,2012,Fewer than 100,43,NULL,NULL
011300,2013,Fewer than 100,43,NULL,NULL
011300,2014,Fewer than 100,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
011300,2015,FEWER THAN 50,39,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
011300,2016,FEWER THAN 50,46,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
011302,2009,Between 100 and 299,50,NULL,NULL
011302,2010,Between 100 and 299,41,NULL,NULL
011302,2011,N/A,N/A,NULL,NULL
011302,2012,Not Available,Not Available,NULL,NULL
011302,2013,Not Available,Not Available,NULL,NULL
011302,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
011302,2015,81,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
011302,2016,88,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
011303,2009,Between 100 and 299,49,NULL,NULL
011303,2010,Between 100 and 299,29,NULL,NULL
011303,2011,Between 100 and 299,29,NULL,NULL
011304,2013,Not Available,Not Available,NULL,NULL
011304,2014,Fewer than 100,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
011304,2015,FEWER THAN 50,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
011304,2016,FEWER THAN 50,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
011305,2015,219,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
011305,2016,209,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
013301,2012,Not Available,Not Available,NULL,NULL
013301,2013,Not Available,Not Available,NULL,NULL
013301,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
013301,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
013301,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020001,2009,300 or More,30,NULL,NULL
020001,2010,300 or more,28,NULL,NULL
020001,2011,300 or more,30,NULL,NULL
020001,2012,300 or more,30,NULL,NULL
020001,2013,300 or more,28,NULL,NULL
020001,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020001,2015,2116,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020001,2016,2005,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020006,2009,300 or More,36,NULL,NULL
020006,2010,300 or more,37,NULL,NULL
020006,2011,300 or more,36,NULL,NULL
020006,2012,300 or more,33,NULL,NULL
020006,2013,300 or more,40,NULL,NULL
020006,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020006,2015,651,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020006,2016,648,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020008,2009,300 or More,30,NULL,NULL
020008,2010,300 or more,29,NULL,NULL
020008,2011,300 or more,25,NULL,NULL
020008,2012,300 or more,28,NULL,NULL
020008,2013,300 or more,28,NULL,NULL
020008,2014,Between 100 and 299,26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020008,2015,224,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020008,2016,223,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020012,2009,300 or More,30,NULL,NULL
020012,2010,300 or more,31,NULL,NULL
020012,2011,300 or more,29,NULL,NULL
020012,2012,300 or more,23,NULL,NULL
020012,2013,300 or more,27,NULL,NULL
020012,2014,300 or more,30,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020012,2015,872,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020012,2016,922,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020017,2009,300 or More,30,NULL,NULL
020017,2010,300 or more,43,NULL,NULL
020017,2011,300 or more,40,NULL,NULL
020017,2012,300 or more,41,NULL,NULL
020017,2013,300 or more,40,NULL,NULL
020017,2014,300 or more,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020017,2015,1212,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020017,2016,1260,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020018,2009,Between 100 and 299,18,NULL,NULL
020018,2010,Between 100 and 299,17,NULL,NULL
020018,2011,Between 100 and 299,18,NULL,NULL
020018,2012,Between 100 and 299,12,NULL,NULL
020018,2013,Between 100 and 299,15,NULL,NULL
020018,2014,Between 100 and 299,13,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020018,2015,197,20,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020018,2016,288,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020024,2009,300 or More,27,NULL,NULL
020024,2010,300 or more,28,NULL,NULL
020024,2011,300 or more,29,NULL,NULL
020024,2012,300 or more,26,NULL,NULL
020024,2013,300 or more,25,NULL,NULL
020024,2014,300 or more,25,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020024,2015,504,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020024,2016,501,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020026,2009,300 or More,20,NULL,NULL
020026,2010,300 or more,19,NULL,NULL
020026,2011,300 or more,20,NULL,NULL
020026,2012,300 or more,38,NULL,NULL
020026,2013,300 or more,38,NULL,NULL
020026,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020026,2015,1397,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
020026,2016,1417,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
020027,2009,Between 100 and 299,29,NULL,NULL
020027,2010,Between 100 and 299,26,NULL,NULL
020027,2011,Between 100 and 299,26,NULL,NULL
020027,2012,Between 100 and 299,25,NULL,NULL
020027,2013,Between 100 and 299,23,NULL,NULL
020027,2014,Fewer than 100,19,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
020027,2015,90,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021301,2012,Not Available,Not Available,NULL,NULL
021301,2013,Not Available,Not Available,NULL,NULL
021301,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021301,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021301,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021302,2010,N/A,N/A,NULL,NULL
021302,2011,N/A,N/A,NULL,NULL
021302,2012,Not Available,Not Available,NULL,NULL
021302,2013,Not Available,Not Available,NULL,NULL
021302,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021302,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021302,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021303,2010,N/A,N/A,NULL,NULL
021303,2011,N/A,N/A,NULL,NULL
021303,2012,Not Available,Not Available,NULL,NULL
021303,2013,Not Available,Not Available,NULL,NULL
021303,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021303,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021303,2016,Not Available,Not Available,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021304,2012,Not Available,Not Available,NULL,NULL
021304,2013,Fewer than 100,18,NULL,NULL
021304,2014,Fewer than 100,13,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021304,2015,FEWER THAN 50,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021304,2016,FEWER THAN 50,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021305,2010,N/A,N/A,NULL,NULL
021305,2011,N/A,N/A,NULL,NULL
021305,2012,Not Available,Not Available,NULL,NULL
021305,2013,Not Available,Not Available,NULL,NULL
021305,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021305,2015,FEWER THAN 50,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021305,2016,FEWER THAN 50,23,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021306,2010,N/A,N/A,NULL,NULL
021306,2011,N/A,N/A,NULL,NULL
021306,2012,Not Available,Not Available,NULL,NULL
021306,2013,Not Available,Not Available,NULL,NULL
021306,2014,Between 100 and 299,22,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021306,2015,113,22,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021306,2016,106,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021307,2012,Not Available,Not Available,NULL,NULL
021307,2013,Not Available,Not Available,NULL,NULL
021307,2015,FEWER THAN 50,14,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021307,2016,FEWER THAN 50,13,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021308,2010,N/A,N/A,NULL,NULL
021308,2011,N/A,N/A,NULL,NULL
021308,2012,Not Available,Not Available,NULL,NULL
021308,2013,Not Available,Not Available,NULL,NULL
021308,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021308,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
021308,2016,64,21,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
021309,2012,Not Available,Not Available,NULL,NULL
021309,2013,Not Available,Not Available,NULL,NULL
021309,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
021309,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
