ProviderId,DataYear,OP_10_Score,OP_11_Score,OP_13_Score,OP_14_Score,OP_8_Score,OP_9_Score,OP_10_Sample,OP_11_Sample,OP_13_Sample,OP_14_Sample,OP_8_Sample,OP_9_Sample,MeasureStartDate,MeasureEndDate
010103,2015,12.4,8.4,Not Available,4.1,Not Available,5.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010104,2010,0.081,0.026,NULL,NULL,37.9,8.1,763,547,NULL,NULL,214,1447,NULL,NULL
010104,2013,5.3,0.4,Not Available,4.0,37.7,6.0,694,511,Not Available,471,191,1291,NULL,NULL
010104,2016,13.4,0.5,4.9,4.4,43.8,6.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010108,2012,0.646,0.016,Not Available,Not Available,39.1,9,412,246,Not Available,Not Available,115,840,NULL,NULL
010108,2015,36.5,0.4,Not Available,1.8,Not Available,5.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010109,2010,0.028,0.010,NULL,NULL,41.0,15.2,145,105,NULL,NULL,61,315,NULL,NULL
010110,2011,0.020,N/A,NULL,NULL,N/A,12.7,49,N/A,NULL,NULL,N/A,71,NULL,NULL
010110,2014,1.2,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010112,2010,0.634,0.337,NULL,NULL,36.8,3.8,224,163,NULL,NULL,106,208,NULL,NULL
010113,2012,0.636,0.003,3.4,1.9,42.6,11.2,1207,755,88,851,190,2741,NULL,NULL
010113,2015,67.5,0.1,Not Available,2.4,Not Available,9.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010114,2010,0.074,0.000,NULL,NULL,41.6,7.4,639,323,NULL,NULL,89,798,NULL,NULL
010114,2013,5.7,0.0,10.4,Not Available,38.2,9.8,669,260,202,Not Available,110,824,NULL,NULL
010114,2016,8.9,0.0,9.1,Not Available,35.7,11.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010118,2012,0.297,0.119,4.4,6.5,44.6,8.6,538,561,68,611,130,1319,NULL,NULL
010118,2016,4.5,1.7,4.0,2.1,37.1,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010120,2013,11.7,2.1,5.2,Not Available,50.0,16.0,265,142,153,Not Available,48,538,NULL,NULL
010120,2016,8.9,1.4,5.3,2.1,50.0,14.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010125,2016,6.4,Not Available,4.7,Not Available,36.7,13.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010126,2011,0.493,0.058,NULL,NULL,N/A,2.7,219,120,NULL,NULL,N/A,374,NULL,NULL
010126,2014,21.4,0.0,12.1,Not Available,Not Available,4.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010128,2011,0.044,N/A,NULL,NULL,N/A,9.2,90,N/A,NULL,NULL,N/A,174,NULL,NULL
010128,2014,39.1,Not Available,Not Available,Not Available,Not Available,10.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010129,2010,0.459,0.028,NULL,NULL,23.1,13.0,146,72,NULL,NULL,65,276,NULL,NULL
010130,2010,0.105,0.113,NULL,NULL,48.8,5.4,229,160,NULL,NULL,41,224,NULL,NULL
010130,2013,14.3,13.9,3.6,Not Available,45.3,4.1,252,122,55,Not Available,53,197,NULL,NULL
010131,2012,0.338,0.004,6.7,4.5,29.5,11.6,624,237,60,775,166,1094,NULL,NULL
010131,2015,5.8,0.0,Not Available,5.7,Not Available,5.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010137,2010,0.029,0.023,NULL,NULL,33.3,4.8,68,43,NULL,NULL,12,273,NULL,NULL
010138,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
010138,2015,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010139,2012,0.143,0.009,9.7,Not Available,36.8,Not Available,906,531,248,Not Available,87,Not Available,NULL,NULL
010139,2015,14.0,0.2,4.8,0.9,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010144,2011,0.585,0.005,NULL,NULL,N/A,8.0,540,377,NULL,NULL,N/A,1419,NULL,NULL
010144,2014,36.7,0.7,8.2,1.4,Not Available,5.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010146,2012,0.458,0.017,2.2,Not Available,Not Available,12.4,214,59,45,Not Available,Not Available,356,NULL,NULL
010146,2015,49.3,0.0,Not Available,5.2,Not Available,14.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010148,2015,50.0,17.1,Not Available,Not Available,Not Available,12.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010149,2015,31.2,0.0,Not Available,4.6,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010150,2011,0.195,0.261,NULL,NULL,N/A,7.6,174,88,NULL,NULL,N/A,340,NULL,NULL
010150,2014,12.4,2.2,0.0,6.4,Not Available,6.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010152,2012,0.408,0.046,Not Available,Not Available,Not Available,Not Available,125,65,Not Available,Not Available,Not Available,Not Available,NULL,NULL
010157,2010,0.403,0.146,NULL,NULL,46.2,10.8,253,158,NULL,NULL,65,334,NULL,NULL
010158,2012,0.155,0.187,Not Available,Not Available,32.7,13.6,239,123,Not Available,Not Available,55,317,NULL,NULL
010158,2015,19.7,18.7,Not Available,Not Available,Not Available,14.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010164,2012,0.106,0.069,6.6,1.6,43.4,7.8,567,288,274,547,152,688,NULL,NULL
010164,2015,6.7,4.8,2.0,2.6,Not Available,6.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010100,2012,0.092,0.049,Not Available,2.4,37.2,8.2,556,329,Not Available,625,191,1825,NULL,NULL
010101,2014,7.5,0.0,7.0,Not Available,62.0,5.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010102,2012,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,89,Not Available,Not Available,NULL,NULL
010102,2015,22.7,Not Available,Not Available,Not Available,Not Available,9.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010103,2010,0.069,0.051,NULL,NULL,34.4,5.1,609,455,NULL,NULL,122,838,NULL,NULL
010103,2013,13.9,8.0,Not Available,4.2,48.5,7.7,785,425,Not Available,733,136,1019,NULL,NULL
010103,2016,12.8,6.4,Not Available,3.0,42.2,4.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010104,2011,0.090,0.017,NULL,NULL,34.7,8.3,703,484,NULL,NULL,190,1432,NULL,NULL
010108,2014,46.9,1.5,Not Available,Not Available,41.7,7.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010109,2012,0.055,0.01,Not Available,Not Available,48.6,16.3,164,104,Not Available,Not Available,35,337,NULL,NULL
010109,2015,2.9,0.0,Not Available,Not Available,Not Available,13.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010110,2016,1.7,0.0,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010112,2012,0.266,0.218,Not Available,Not Available,35.2,1.6,184,156,Not Available,Not Available,54,61,NULL,NULL
010112,2015,12.9,7.5,Not Available,Not Available,Not Available,3.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010113,2014,66.9,0.4,6.6,2.9,38.1,10.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010114,2015,5.6,0.0,9.2,Not Available,Not Available,12.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010118,2011,0.642,0.285,NULL,NULL,39.9,8.8,497,446,NULL,NULL,138,1423,NULL,NULL
010118,2014,6.8,2.0,Not Available,1.6,38.8,7.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010120,2011,0.473,0.000,NULL,NULL,60.7,15.5,205,134,NULL,NULL,56,618,NULL,NULL
010120,2014,11.2,0.0,4.3,Not Available,48.6,19.5,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010125,2011,0.086,0.047,NULL,NULL,N/A,6.4,151,64,NULL,NULL,N/A,140,NULL,NULL
010125,2014,14.2,Not Available,Not Available,Not Available,Not Available,16.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010126,2012,0.328,0.016,Not Available,Not Available,Not Available,4.8,250,122,Not Available,Not Available,Not Available,400,NULL,NULL
010128,2013,27.9,Not Available,Not Available,Not Available,Not Available,12.4,129,Not Available,Not Available,Not Available,Not Available,185,NULL,NULL
010128,2016,29.6,Not Available,Not Available,Not Available,Not Available,9.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010129,2012,0.393,0.055,1.9,Not Available,46.8,15.7,117,55,52,Not Available,47,281,NULL,NULL
010129,2015,34.9,1.5,Not Available,Not Available,Not Available,13.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010130,2012,0.175,0.29,6.1,Not Available,Not Available,8.3,211,162,66,Not Available,Not Available,240,NULL,NULL
010130,2015,18.6,15.1,5.4,Not Available,Not Available,4.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010131,2010,0.843,0.011,NULL,NULL,36.8,17.5,477,276,NULL,NULL,261,937,NULL,NULL
010138,2010,0.000,0.000,NULL,NULL,N/A,N/A,9,6,NULL,NULL,N/A,N/A,NULL,NULL
010138,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
010139,2010,0.101,0.000,NULL,NULL,35.3,N/A,957,601,NULL,NULL,102,N/A,NULL,NULL
010139,2013,18.0,1.0,7.8,Not Available,47.0,Not Available,953,487,306,Not Available,83,Not Available,NULL,NULL
010144,2012,0.547,0.003,18.2,1.5,Not Available,8.2,461,399,88,478,Not Available,1467,NULL,NULL
010144,2016,36.0,0.0,4.8,2.1,Not Available,6.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010146,2010,0.505,0.013,NULL,NULL,44.4,13.3,188,77,NULL,NULL,36,323,NULL,NULL
010148,2010,0.667,0.269,NULL,NULL,N/A,10.6,129,78,NULL,NULL,N/A,199,NULL,NULL
010148,2013,72.7,39.4,Not Available,Not Available,Not Available,8.5,150,71,Not Available,Not Available,Not Available,282,NULL,NULL
010148,2016,4.7,7.7,Not Available,6.1,39.7,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010149,2010,0.705,0.054,NULL,NULL,34.1,N/A,638,423,NULL,NULL,129,N/A,NULL,NULL
010149,2013,55.0,3.6,Not Available,6.5,39.1,Not Available,602,280,Not Available,614,115,Not Available,NULL,NULL
010149,2016,5.8,0.3,Not Available,4.2,43.0,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010150,2012,0.24,0.234,3.4,Not Available,Not Available,7.1,171,77,119,Not Available,Not Available,365,NULL,NULL
010152,2010,0.536,0.000,NULL,NULL,40.0,N/A,125,94,NULL,NULL,20,N/A,NULL,NULL
010157,2012,0.14,0.079,Not Available,Not Available,Not Available,7.4,235,114,Not Available,Not Available,Not Available,256,NULL,NULL
010157,2015,32.1,5.3,Not Available,Not Available,Not Available,24.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010158,2014,18.1,24.3,Not Available,Not Available,51.6,12.1,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010001,2011,0.040,0.020,NULL,NULL,31.5,6.7,1907,1176,NULL,NULL,574,3163,NULL,NULL
010001,2014,4.6,2.5,8.0,2.9,29.3,5.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010005,2011,0.065,0.067,NULL,NULL,30.4,2.9,611,165,NULL,NULL,102,1258,NULL,NULL
010005,2015,11.9,10.6,5.7,3.9,Not Available,3.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010006,2011,0.070,0.049,NULL,NULL,N/A,6.8,1354,823,NULL,NULL,N/A,1314,NULL,NULL
010007,2012,0.43,0.271,Not Available,Not Available,Not Available,11.7,193,96,Not Available,Not Available,Not Available,572,NULL,NULL
010007,2015,31.3,4.1,Not Available,Not Available,Not Available,13.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010008,2015,2.5,0.0,Not Available,Not Available,Not Available,7.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010010,2010,0.092,0.135,NULL,NULL,43.2,2.6,401,193,NULL,NULL,190,741,NULL,NULL
010011,2010,0.135,0.291,NULL,NULL,41.3,N/A,527,199,NULL,NULL,92,N/A,NULL,NULL
010011,2013,10.0,20.1,11.0,4.5,38.1,Not Available,559,134,82,806,97,Not Available,NULL,NULL
010011,2016,2.4,10.4,Not Available,3.4,36.2,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010012,2012,0.173,0.18,3.5,1.7,39.1,3.4,411,189,85,411,46,499,NULL,NULL
010012,2015,10.8,8.8,5.1,1.8,Not Available,4.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010016,2011,0.136,0.062,NULL,NULL,37.3,12.3,405,178,NULL,NULL,118,1345,NULL,NULL
010018,2011,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
010018,2014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010019,2011,0.104,0.017,NULL,NULL,31.7,3.7,778,363,NULL,NULL,189,1053,NULL,NULL
010019,2014,12.4,0.8,Not Available,5.6,40.3,3.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010021,2012,0.108,0.053,7.2,Not Available,30.5,7.3,249,114,152,Not Available,59,510,NULL,NULL
010021,2015,22.7,1.0,2.2,3.9,Not Available,9.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010022,2011,0.122,0.060,NULL,NULL,N/A,3.1,181,67,NULL,NULL,N/A,350,NULL,NULL
010022,2014,2.0,6.0,Not Available,Not Available,Not Available,3.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010023,2011,0.665,0.044,NULL,NULL,37.2,7.5,480,206,NULL,NULL,207,3335,NULL,NULL
010023,2014,20.7,2.0,Not Available,3.8,36.4,5.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010024,2011,0.159,0.107,NULL,NULL,43.2,5.0,521,299,NULL,NULL,234,1130,NULL,NULL
010024,2014,12.6,0.0,Not Available,2.7,48.9,3.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010027,2010,0.000,0.000,NULL,NULL,43.8,N/A,78,35,NULL,NULL,32,N/A,NULL,NULL
010029,2010,0.688,0.007,NULL,NULL,33.5,7.4,892,461,NULL,NULL,239,1510,NULL,NULL
010029,2013,56.6,0.5,5.1,2.0,40.8,8.0,1045,634,1400,1009,377,1828,NULL,NULL
010029,2016,11.6,1.1,6.0,2.7,46.7,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010032,2011,0.438,N/A,NULL,NULL,N/A,17.3,89,N/A,NULL,NULL,N/A,127,NULL,NULL
010032,2014,8.6,Not Available,Not Available,5.4,Not Available,12.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010033,2011,0.036,0.000,NULL,NULL,N/A,N/A,469,166,NULL,NULL,N/A,N/A,NULL,NULL
010033,2014,5.4,0.3,7.0,4.3,29.6,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010034,2011,0.245,0.160,NULL,NULL,N/A,8.6,102,81,NULL,NULL,N/A,268,NULL,NULL
010035,2015,7.3,11.6,3.4,3.9,Not Available,4.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010036,2010,0.413,0.575,NULL,NULL,50.0,4.7,329,134,NULL,NULL,14,485,NULL,NULL
010036,2013,18.0,13.8,Not Available,Not Available,29.9,7.5,356,218,Not Available,Not Available,127,559,NULL,NULL
010038,2014,8.8,9.7,8.6,Not Available,49.6,19.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010039,2011,0.583,0.005,NULL,NULL,26.9,8.5,2226,1682,NULL,NULL,999,5290,NULL,NULL
010039,2014,22.0,0.5,7.5,5.1,37.1,6.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010040,2011,0.055,0.025,NULL,NULL,41.5,4.6,437,281,NULL,NULL,193,350,NULL,NULL
010040,2015,15.0,10.6,Not Available,2.3,Not Available,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010043,2010,0.091,0.008,NULL,NULL,N/A,16.3,219,125,NULL,NULL,N/A,245,NULL,NULL
010044,2010,0.075,0.068,NULL,NULL,36.4,10.8,146,74,NULL,NULL,22,111,NULL,NULL
010045,2010,0.026,0.005,NULL,NULL,29.2,19.9,268,198,NULL,NULL,72,412,NULL,NULL
010045,2013,1.7,0.0,Not Available,Not Available,48.6,19.8,294,206,Not Available,Not Available,72,410,NULL,NULL
010046,2012,0.218,0.172,Not Available,5.7,Not Available,6.7,354,145,Not Available,437,Not Available,375,NULL,NULL
010047,2012,0.03,Not Available,Not Available,13.6,Not Available,Not Available,67,Not Available,Not Available,59,Not Available,Not Available,NULL,NULL
010047,2015,6.1,Not Available,Not Available,13.8,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
010049,2016,4.2,0.3,9.3,6.1,50.0,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
010050,2011,0.059,0.143,NULL,NULL,N/A,9.0,219,77,NULL,NULL,N/A,256,NULL,NULL
010051,2014,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010168,2011,0.245,0.083,NULL,NULL,N/A,5.3,94,109,NULL,NULL,N/A,57,NULL,NULL
010168,2014,2.3,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
010169,2013,18.2,Not Available,6.3,Not Available,43.9,7.9,242,Not Available,160,Not Available,41,254,NULL,NULL
010169,2016,20.9,Not Available,9.7,Not Available,Not Available,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
011300,2011,0.247,N/A,NULL,NULL,N/A,9.2,89,N/A,NULL,NULL,N/A,185,NULL,NULL
011300,2014,19.1,Not Available,Not Available,Not Available,Not Available,2.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
011302,2014,8.9,Not Available,Not Available,Not Available,Not Available,1.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
011304,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
011305,2015,5.3,6.9,Not Available,4.6,Not Available,9.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
020001,2011,0.034,0.003,NULL,NULL,N/A,N/A,559,352,NULL,NULL,N/A,N/A,NULL,NULL
020001,2014,6.4,0.8,5.8,1.9,45.8,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
020006,2010,0.150,0.019,NULL,NULL,35.7,10.1,327,268,NULL,NULL,84,336,NULL,NULL
020006,2013,17.1,0.6,Not Available,Not Available,42.9,16.3,363,176,Not Available,Not Available,49,368,NULL,NULL
020006,2016,6.9,1.2,Not Available,1.8,Not Available,12.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
020008,2011,0.021,0.000,NULL,NULL,N/A,12.7,190,85,NULL,NULL,N/A,504,NULL,NULL
020008,2014,6.6,0.0,3.7,0.0,Not Available,8.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
020012,2011,0.044,0.006,NULL,NULL,38.5,6.3,545,318,NULL,NULL,135,552,NULL,NULL
020017,2012,0.037,0.005,Not Available,Not Available,Not Available,5.4,327,204,Not Available,Not Available,Not Available,278,NULL,NULL
020024,2010,0.092,0.008,NULL,NULL,40.9,11.0,284,241,NULL,NULL,88,453,NULL,NULL
020024,2013,5.2,0.0,6.7,Not Available,33.3,11.4,291,214,150,Not Available,105,581,NULL,NULL
020024,2016,7.8,0.0,5.5,Not Available,32.9,8.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
020026,2010,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
021306,2011,N/A,N/A,NULL,NULL,N/A,12.7,N/A,N/A,NULL,NULL,N/A,110,NULL,NULL
021306,2014,9.5,Not Available,Not Available,0.0,Not Available,15.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
021311,2010,0.073,0.017,NULL,NULL,38.6,5.4,164,117,NULL,NULL,44,239,NULL,NULL
021311,2013,5.0,0.0,Not Available,Not Available,53.2,8.4,139,121,Not Available,Not Available,47,237,NULL,NULL
021311,2016,6.6,0.0,Not Available,Not Available,Not Available,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
021313,2013,5.8,0.0,Not Available,7.1,Not Available,7.0,156,88,Not Available,85,Not Available,200,NULL,NULL
021313,2016,5.7,0.0,Not Available,Not Available,Not Available,10.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
030001,2010,0.032,0.036,NULL,NULL,100.0,N/A,95,28,NULL,NULL,1,N/A,NULL,NULL
030002,2012,0.234,0.007,3.5,5.9,Not Available,16.6,623,430,86,389,Not Available,343,NULL,NULL
030002,2015,16.2,0.6,5.9,5.0,Not Available,9.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
030006,2013,5.8,13.5,6.3,2.6,Not Available,8.5,400,74,303,503,Not Available,668,NULL,NULL
030006,2016,1.8,2.9,3.0,5.9,Not Available,9.2,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
030007,2011,0.045,0.000,NULL,NULL,27.2,3.4,577,265,NULL,NULL,114,1303,NULL,NULL
030010,2010,0.038,0.000,NULL,NULL,35.3,N/A,312,69,NULL,NULL,17,N/A,NULL,NULL
030010,2013,6.4,3.9,10.9,3.8,Not Available,Not Available,346,76,138,469,Not Available,Not Available,NULL,NULL
030010,2016,5.5,3.8,3.7,4.7,Not Available,6.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
030011,2013,5.3,0.4,6.3,4.1,Not Available,Not Available,417,236,364,639,Not Available,Not Available,NULL,NULL
030011,2016,1.7,2.6,3.8,4.8,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
030012,2011,0.338,0.364,NULL,NULL,21.4,5.8,805,464,NULL,NULL,98,1893,NULL,NULL
030012,2014,12.5,14.6,5.4,2.5,Not Available,5.9,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
030013,2016,52.3,6.8,5.2,2.9,40.7,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
030014,2011,0.053,0.025,NULL,NULL,32.1,12.2,494,241,NULL,NULL,53,566,NULL,NULL
030014,2014,8.0,1.9,5.0,6.5,39.2,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
030016,2012,0.497,0.177,8.4,1.6,34.3,9.1,593,310,155,569,70,935,NULL,NULL
030016,2015,29.7,8.9,3.1,Not Available,Not Available,7.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
030022,2011,0.091,0.033,NULL,NULL,N/A,5.4,164,120,NULL,NULL,N/A,202,NULL,NULL
030023,2012,0.047,0.168,4.1,Not Available,22.9,Not Available,300,173,339,Not Available,109,Not Available,NULL,NULL
030024,2011,0.055,0.014,NULL,NULL,23.9,13.4,419,509,NULL,NULL,92,313,NULL,NULL
030024,2014,4.5,0.2,3.5,2.1,39.1,16.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
